ans_id,code,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,V090,V091,V092,V093,V094,V095,V002,V003,V004_1,V004_2,V088,V005,V006,V007,V066,V067,V067_o,V008,V012,V010,V010_o,V045,V013_1,V013_2,V013_3,V013_4,V014,V015,V015_o,V016,V017,V018,V019,V019_1,V086_1,V086_2,V086_3,V086_4,V086_5,V086_6,V071,V022,V023_1,V023_2,V023_3,V076,V076_o,V077,V024_1,V024_2,V083,V083_o,V025_1,V025_2,V025_3,V025_4,V025_5,V082,V082_o,V087_1,V087_2,V087_3,V087_4,V087_5,V027_1,V027_2,V027_3,V027_4,V027_5,V028,V085_1,V085_2,V085_3,V085_4,Fout,Fout,Fout,Fout,Fout,Fout,Fout,V038,V039,V041,V048_1,V048_2,V048_3,V048_4,V049,V081,V081_o,V050,V051_1,V051_2,V052_1,V052_2,V052_3,V052_4,V052_5,V053_1,V053_2,V053_3,V053_4,V053_5,V054,V084_1,V084_2,V084_3,V084_4,V064a_1,V064a_2,V064a_3,V064a_4,V064a_5,V064a_6,V064a_7,V064b,V064c,V065,V097,V069,V089,V089_o,V020,V073,V074,V075,V078,V078_o,V079,V079_o,V096a,V096b,V096c,V096d,V096e,V096f,starttime,externalid,verzending,language,referer,completed,survey_panelId,survey_respondentId,survey_lastQuestion
196,5MRVn7QpZWrenkau7Ukzp7cxWV,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,20,1,1,5171,1,5,1,1,5,,1,2,2,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,4,4,4,4,8,3,0,4,2,2,3,3,4,4,5,4,4,2,2,2,1,4,4,3,3,2,3,1,2,1,0,1,3,Geraldine Kemper,2,23,4,8,,99999,99999,99999,99999,99999,,99999,,1,6,1,3,1,3,13-11-2014 17:13,,0,0,https://www.facebook.com/l.php?u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=YAQG9ukPR,1,0,0,V9999
198,ymVfsfTNKSez9Jz9uFADxc3hne,,,,,,,,,,,5,6,2,4,5,1,2,53,2,1,6814,3,5,3,1,1,,1,8,2,0,1,5,4,4,4,7,7,"volgde zelfde cursus, waar we elkaar tegen kwamen",1,5,3,1,2,5,4,5,4,5,5,4,9,4,5,5,4,,2,2,2,4,,2,4,3,5,4,15,0,5,3,5,5,2,1,1,1,1,1,2,4,4,2,4,4,3,1,2,5,6,7,2,geen idee,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,300,1,10,niet meer verliefd,99999,99999,99999,99999,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 17:20,,0,0,https://www.facebook.com/,1,0,0,V9999
199,TmGgCkh767FBfSxKW3a5KXVK95,,,,,,,,,,,1,2,2,2,1,1,2,23,2,1,6541,3,3,2,1,5,,1,6,1,0,1,2,3,3,2,7,3,,1,5,1,2,99999,5,5,5,5,1,5,4,10,4,5,5,2,,2,2,2,2,,2,4,5,1,4,3,0,5,5,5,2,1,4,1,2,4,2,1,5,4,1,5,2,4,7,6,5,1,3,6,Manuel broekman,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,9,1,6,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 17:26,,0,0,https://www.facebook.com/,1,0,0,V9999
203,WhECAexwyuH9pzfZNMHfumbvAA,,,,,,,,,,,1,3,3,3,1,1,2,22,2,1,1058,10,5,1,2,5,,1,6,2,0,1,5,4,3,4,5,2,,1,5,2,2,99999,5,4,5,4,1,5,4,8,4,5,5,3,,1,2,2,2,,2,3,5,2,4,2,0,5,4,5,2,1,2,2,2,3,2,2,4,2,2,4,4,3,2,1,6,5,7,6,Geen idee,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,21,1,1,,1,2,2,2,1,,1,,99999,99999,99999,99999,99999,99999,13-11-2014 18:03,,0,0,http://m.facebook.com,1,0,0,V9999
205,eaqQDb9kjqFJS2ZXwBQH8Wm5mV,,,,,,,,,,,1,3,2,4,5,1,2,25,1,1,3708,9,5,1,1,5,,1,6,1,0,1,3,3,3,3,7,3,,1,5,1,2,99999,5,5,5,5,5,5,4,8,4,5,5,5,Combinatie van bovenstaande antwoorden,2,2,2,2,,2,4,4,2,4,1,0,5,5,5,3,1,2,1,2,3,1,1,4,4,3,3,4,3,2,1,5,7,6,2,Qua uiterlijk: Benja Bruijning,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,56,3,9,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 18:18,,0,0,http://hzt.nl/romeoenjulia,1,0,0,V9999
206,hB8NrHHvwaFhP863P39cp4CWMJ,,,,,,,,,,,1,3,3,2,1,1,1,27,1,1,5482,1,5,2,1,1,,1,6,2,0,1,2,1,2,5,7,2,,1,5,2,2,99999,5,4,5,5,1,5,2,8,5,5,5,2,,2,2,2,2,,1,3,4,1,4,1,0,5,5,5,2,1,3,1,3,3,3,1,5,4,2,4,3,5,2,1,4,7,6,3,Nicolette van Dam,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,58,4,6,,1,1,2,1,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 18:25,,0,0,https://www.facebook.com/,1,0,0,V9999
207,AekbbPu7jB7nBGC4ZDhFhuXQHf,,,,,,,,,,,1,1,1,2,1,1,1,23,2,2,5047,1,5,2,1,1,,1,5,2,0,3,4,4,4,3,5,1,,4,5,1,2,99999,4,5,5,5,3,5,4,8,5,5,5,1,,1,2,2,1,,1,2,5,3,5,99999,1,5,5,5,1,2,2,1,1,2,1,1,5,1,1,4,7,6,5,4,1,2,3,2,Chantal Jansen,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,14,2,3,,1,1,2,1,1,,1,,99999,99999,99999,99999,99999,99999,13-11-2014 18:27,,0,0,https://m.facebook.com,1,0,0,V9999
210,Pp6PrX2WatcXadGb96NycCAnzH,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,18,2,1,1211,10,5,1,1,1,,1,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,3,4,3,4,7,2,0,4,2,2,3,3,5,3,4,4,4,4,3,3,2,5,1,3,1,1,2,2,2,1,0,2,6,Johnny Depp,3,10,1,1,,99999,99999,99999,99999,99999,,99999,,4,3,3,4,5,3,13-11-2014 18:54,,0,0,https://m.facebook.com/l.php?u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=cAQHiMu_o&enc=AZM7baXZRrA7-bQUHtwuuZmnWL7hvFWGnxvzmiL1m52xSmM93oOkm5MPDIQGs7zuKce_WTVeXUyIRMp3yZPx1AVeSZcKjGxjq5ARR_YL5xvDdw,1,0,0,V9999
211,u5fh9wMCK9qqG4fajyqVK6dJtA,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,40,2,1,3515,9,5,1,2,5,,1,1,4,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,4,2,3,3,8,10,0,4,2,2,3,2,4,1,3,4,3,4,2,4,2,4,4,4,2,2,1,3,1,1,1,1,8,"Acteur Javier Bardem in de rol van Felipe (film: Eat, pray, love)",1,60,4,10,"Te ver uiteen liggende levensfasen, disbalans.",99999,99999,99999,99999,99999,,99999,,4,3,6,3,5,1,13-11-2014 19:02,,0,0,http://m.facebook.com,1,0,0,V9999
212,UTJBgPH3XmmbsgK5MzPxRNpBqW,,,,,,,,,,,5,6,1,4,1,1,1,22,2,2,1443,10,3,1,2,2,,1,5,2,0,3,4,2,3,3,6,5,,1,3,1,2,99999,5,4,5,5,1,4,2,7,4,4,5,2,,2,2,2,1,,3,3,2,2,4,3,0,5,4,3,4,3,1,1,1,1,1,2,4,4,3,3,4,3,1,2,5,6,7,2,Jessica Alba,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,38,1,1,,2,1,2,1,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 19:02,,0,0,https://www.facebook.com/,1,0,0,V9999
213,R6m6N6VPzrVwrAECUJh5TFwC5F,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,22,2,1,5141,1,4,1,1,5,,1,1,99999,1,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,3,2,2,4,9,2,0,2,2,2,1,3,3,3,3,1,3,4,2,2,2,4,2,2,3,1,1,3,2,1,2,0,4,guus meeuwis,4,99999,99999,99999,,99999,99999,99999,99999,99999,,99999,,1,3,3,1,1,1,13-11-2014 19:17,,0,0,https://www.facebook.com/,1,0,0,V9999
215,vf4aSWT7SSabTAZReuGuJHAM3m,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,25,2,1,5041,1,5,1,1,5,,1,2,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,4,3,3,4,9,8,0,4,2,2,2,4,3,2,4,5,2,2,2,2,2,5,3,2,2,1,2,3,1,1,1,1,1,Simon van Nick en Simon. ,1,36,1,10,Niet meer verliefd,99999,99999,99999,99999,99999,,99999,,4,6,6,4,5,3,13-11-2014 19:42,,0,0,https://www.facebook.com/,1,0,0,V9999
217,udFrXQjsyE9HNzBTX8uy2twZhG,,,,,,,,,,,5,6,6,4,5,3,2,27,2,2,5041,1,5,2,2,5,,1,5,2,0,3,5,2,3,2,4,7,Tinder,1,5,4,2,99999,5,3,5,5,1,5,1,6,3,5,4,5,Geen idee,1,2,2,7,We hebben afgesproken niet vreemd te gaan maar open te zijn over behoeftes . geen statisch gegeven,2,3,3,1,4,18,0,3,3,5,2,2,2,2,3,2,2,2,4,4,3,3,2,4,1,3,6,7,5,6,Dat zou ik echt niet weten ,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,60,1,10,"Liefde was over, uit elkaar gegroeid",1,1,2,1,2,,4,"Daten, nieuwe mensen leren kennen",99999,99999,99999,99999,99999,99999,13-11-2014 19:43,,0,0,https://m.facebook.com,1,0,0,V9999
220,Tdx7TAk6YctZet5JRKjHVkq4V4,,,,,,,,,,,5,6,6,4,5,1,2,38,2,2,5213,1,5,1,1,6,twee geloven,1,6,4,0,1,3,3,3,4,7,3,,1,5,1,1,2,5,4,5,5,1,5,3,8,3,4,4,4,,2,2,2,7,niet vreemdgaan en als het gebeurd zeggen,1,2,2,2,4,7,0,5,4,5,4,1,2,1,1,4,2,2,2,4,1,5,2,4,3,1,5,7,6,1,Geen idee,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,108,1,6,,99999,99999,99999,99999,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 20:00,,0,0,https://www.facebook.com/,1,0,0,V9999
221,HxuCsUVxWtY7csS5GPk45HRSGe,,,,,,,,,,,1,3,3,3,3,3,2,22,2,1,5041,1,5,2,2,5,,3,6,1,0,1,4,2,3,3,5,7,station,1,5,3,2,99999,5,5,5,4,1,5,3,9,4,4,4,3,,1,2,2,1,,2,4,4,3,4,6,0,5,4,5,4,1,2,1,1,2,3,2,5,4,2,4,4,3,2,1,5,7,6,3,Gerard Butler Jeffrey Dean Morgan ,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,20,3,9,,1,1,1,1,1,,1,,99999,99999,99999,99999,99999,99999,13-11-2014 20:06,,0,0,http://hzt.nl/romeoenjulia,1,0,0,V9999
222,GRZdtKMmXhgjxA53GQecCWqYP3,,,,,,,,,,,1,3,2,1,1,2,2,33,2,1,5621,1,5,1,1,1,,1,8,3,0,1,5,3,3,4,7,1,,1,5,3,1,2,4,4,4,4,2,4,3,8,2,4,3,1,,1,2,2,2,,1,3,4,2,4,6,0,5,4,4,3,2,2,2,2,2,3,2,4,4,1,4,3,4,1,2,5,6,7,2,"Geen idee, want die ken ik niet persoonlijk en ik vind innerlijk toch wel heel erg belangrijk bij de ideale partner",2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,69,1,6,,99999,99999,99999,99999,1,,1,,99999,99999,99999,99999,99999,99999,13-11-2014 20:15,,0,0,/direct/romeo&julia,1,0,0,V9999
225,5hJEPbuMKgmc7NZTNYYV8JaFtk,,,,,,,,,,,5,3,6,4,5,5,2,29,2,2,2513,11,5,3,2,5,,1,5,3,0,2,5,5,5,5,6,3,,5,5,3,2,99999,5,4,5,5,1,5,4,9,5,5,5,3,,2,2,2,2,,2,4,5,2,5,20,0,5,5,5,4,1,1,1,1,4,1,2,4,4,3,3,7,5,6,4,3,2,1,2,GEEN IDEE,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,4,1,4,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 20:32,,0,0,https://www.facebook.com/,1,0,0,V9999
227,mmn7CqgVawdyQm396zWAyPWygx,,,,,,,,,,,1,3,2,3,1,1,2,26,2,2,6814,3,5,1,1,5,,1,4,5,0,3,5,2,4,4,3,3,,1,4,2,2,99999,5,4,5,4,1,5,4,8,5,2,5,5,Werk,1,2,2,2,,3,3,5,2,5,21,0,4,3,4,4,2,1,1,1,5,4,2,2,5,2,4,2,3,1,4,5,7,6,1,George Clooney,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,30,2,1,,2,1,1,2,3,,1,,99999,99999,99999,99999,99999,99999,13-11-2014 20:32,,0,0,http://m.facebook.com,1,0,0,V9999
228,JqpneQf6RNCX3xn2RzPZb76qr9,,,,,,,,,,,1,6,2,4,1,3,2,33,1,1,5051,1,5,2,1,5,,1,8,5,0,1,5,5,3,4,7,7,vrijetijdsbesteding (scouting),1,5,2,1,2,5,4,4,4,5,5,2,9,4,5,5,3,,2,2,2,2,,1,3,3,1,4,5,0,5,4,5,3,1,2,1,2,3,3,2,5,5,2,4,2,4,3,1,7,6,5,1,Art rooyakkers,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,180,1,10,niet meer verliefd/ gevoel van liefde,99999,99999,99999,99999,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 20:32,,0,0,http://www.hzt.nl/romeoenjulia,1,0,0,V9999
229,YJY5qke9qBsCq3R5y2ruf35ajq,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,22,1,1,9981,6,3,1,1,5,,1,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,3,3,1,1,8,1,0,3,2,2,4,3,3,3,3,1,4,2,2,2,2,4,3,3,3,2,3,3,2,0,0,0,3,kate upton,2,4,1,1,,99999,99999,99999,99999,99999,,99999,,1,1,3,2,1,3,13-11-2014 20:49,,0,0,/direct/romeo&julia,1,0,0,V9999
230,g7bk8Myq6zCFcpFUfFbYZeUbeC,,,,,,,,,,,1,6,6,4,2,1,1,35,2,1,1079,10,3,2,1,1,,1,7,3,0,1,1,1,1,1,7,5,,1,5,3,1,1,5,3,5,5,2,5,3,9,4,5,5,5,Overal,2,2,2,2,,1,3,5,3,5,30,0,4,4,5,5,1,1,1,1,1,1,2,4,4,1,3,2,3,1,4,5,6,7,7,Qua uiterlijk Scarlett Johansson ,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,72,2,8,,99999,99999,99999,99999,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 21:19,,0,0,http://m.facebook.com,1,0,0,V9999
231,r3FFBYna7tyacbdVe6deeFCZ6F,,,,,,,,,,,1,3,2,2,1,1,2,26,2,1,5346,1,3,2,2,5,,1,5,1,0,1,5,5,5,5,5,3,,3,5,3,2,99999,5,5,5,5,1,5,2,10,5,5,5,3,,2,2,2,2,,1,4,5,2,5,60,0,5,5,5,3,2,1,2,1,1,1,2,5,2,2,4,6,5,7,4,3,2,1,1,Channing tatum,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,60,1,8,,4,4,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 21:22,,0,0,/direct/romeo&julia,1,0,0,V9999
234,xp2tXSWjPaVqaRBG6sWSk5Q4tU,,,,,,,,,,,5,3,1,3,1,2,2,24,2,1,5611,1,5,1,1,5,,1,5,2,0,3,5,2,3,4,6,5,,1,5,1,2,99999,5,4,4,3,3,5,2,9,5,5,5,3,,2,2,1,2,,2,4,4,1,5,3,0,4,4,4,4,2,4,4,1,3,4,2,2,2,3,3,4,3,1,2,7,6,5,5,Javier Bardem,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,84,2,10,liefde was over,1,1,1,1,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 21:49,,0,0,https://www.facebook.com/,1,0,0,V9999
236,AX53HC22kTj8UNw8P5tE5wgtPj,,,,,,,,,,,1,2,3,2,1,1,1,22,2,1,5014,1,5,1,2,5,,1,5,2,0,3,4,3,3,4,1,7,de kroeg,2,5,1,2,99999,4,2,3,3,1,3,3,8,4,4,3,4,,2,2,2,1,,2,3,4,4,4,5,0,3,3,3,4,3,2,2,1,1,1,2,4,4,4,3,4,6,7,5,3,2,1,4,Emma Watson,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,36,2,8,,1,1,1,2,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 22:09,,0,0,https://www.facebook.com/,1,0,0,V9999
238,XPfH7QwXK2Ma5CFXEvtBWHpADJ,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,21,2,2,3551,9,4,1,1,5,,1,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,3,2,4,4,7,5,0,1,2,2,1,4,4,1,4,1,2,2,1,2,2,2,2,3,3,1,3,4,2,0,0,0,3,geen idee,1,24,1,1,,99999,99999,99999,99999,99999,,99999,,1,6,2,4,5,1,13-11-2014 22:09,,0,0,https://www.facebook.com/,1,0,0,V9999
243,cXs2J3Ng3TXX5JSS9sVp6XkMQz,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,22,2,1,1024,13,5,1,1,2,,1,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,5,4,5,4,9,12,0,4,2,2,3,3,5,3,4,4,4,2,5,1,2,5,4,3,3,2,2,2,2,1,1,0,3,Doutzen Kroes,1,6,1,4,,99999,99999,99999,99999,99999,,99999,,1,2,1,3,1,3,13-11-2014 22:12,,0,0,https://www.facebook.com/,1,0,0,V9999
246,umybgC4VnWfJFKptFxCYXCvAQA,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,21,2,1,3572,9,4,1,1,5,,1,1,99999,1,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,5,2,3,3,8,4,0,2,2,2,4,4,1,2,4,2,2,3,1,1,2,4,3,3,1,1,2,3,3,0,1,0,1,geen idee,3,99999,99999,99999,,99999,99999,99999,99999,99999,,99999,,1,1,3,4,1,1,13-11-2014 22:15,,0,0,https://www.facebook.com/,1,0,0,V9999
248,k5CPUKktXK3JkCkbU5wtQ4kpWq,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,23,1,1,5074,1,5,1,1,5,,1,2,3,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,3,3,4,4,8,6,0,4,1,2,4,1,5,3,4,4,4,2,2,2,2,4,4,2,4,3,2,1,1,2,1,0,5,Leon van Gemert,1,18,4,4,,99999,99999,99999,99999,99999,,99999,,5,6,6,3,5,3,13-11-2014 22:24,,0,0,/direct/romeo&julia,1,0,0,V9999
252,XCcYCudSKswjG4nMwjKebUNjXC,,,,,,,,,,,1,2,1,2,1,1,1,22,1,1,5074,1,3,1,2,5,,1,5,2,0,3,5,5,4,5,3,1,,5,3,1,2,99999,5,5,5,5,1,5,3,7,4,4,4,2,,1,2,2,1,,4,4,4,4,5,8,0,4,4,4,3,1,2,2,2,3,4,2,3,3,3,3,6,5,4,7,3,1,2,3,Jo bonten,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,17,2,8,,1,1,2,2,2,,4,.,99999,99999,99999,99999,99999,99999,13-11-2014 22:34,,0,0,/direct/romeo&julia,1,0,0,V9999
254,Tek3HcFHa9VwZKEuWefHyQZqrq,,,,,,,,,,,5,6,1,4,1,3,1,20,2,1,6543,3,5,1,1,5,,1,5,1,0,3,3,3,3,3,5,4,,1,5,1,2,99999,5,5,5,4,2,5,2,8,4,5,4,2,,2,2,2,2,,2,5,5,3,5,1,0,5,4,4,4,2,2,1,2,1,3,2,4,3,3,3,1,4,2,3,5,7,6,3,-,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,21,3,9,,2,1,2,1,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 22:35,,0,0,https://www.facebook.com/,1,0,0,V9999
255,g6x3Nhy5aMjp3HkNaJWfpamQmt,,,,,,,,,,,1,3,1,3,5,1,1,23,1,1,4661,1,5,1,1,5,,1,5,3,0,3,3,3,2,4,6,3,,2,5,1,2,99999,5,4,5,5,1,5,3,7,4,4,5,2,,2,2,2,1,,2,4,4,1,4,3,0,5,4,5,2,1,1,1,2,2,1,2,4,3,3,4,2,5,3,1,6,7,4,2,-.,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,29,1,1,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,13-11-2014 22:39,,0,0,https://m.facebook.com,1,0,0,V9999
